64996386		A.C.T.H. BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Non commercialisée	
65643325	BUSILVEX 6 mg/ml, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse	Autorisation abrogée	Procédure centralisée	Non commercialisée	
66877886	BUSPAR 10 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0131802
62537053	BUSPAR 5 mg, comprimé	comprimé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
64883456	BUSPIRONE BMS 10 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
62954933	BUSPIRONE MYLAN PHARMA 10 mg, comprimé sécable	comprimé sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0140858
63305905	BUSPIRONE SANDOZ 10 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure nationale	Commercialisée	0359013
65885296	BUSPIRONE TEVA 10 mg, comprimé sécable	comprimé sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0141507
61964472	BUSPIRONE VIATRIS 10 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure nationale	Commercialisée	0437844
62722123	BUSULFAN ACCORD 6 mg/mL, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse	Autorisation active	Procédure décentralisée	Commercialisée	0437097
61737211	BUSULFAN FRESENIUS KABI 6 mg/ml, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse	Autorisation active	Procédure centralisée	Commercialisée	
66877701	BUSULFAN KOANAA 6 mg/mL, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse	Autorisation active	Procédure décentralisée	Non commercialisée	0399657
63774849	BUSULFAN MYLAN 6 mg/mL, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse	Autorisation abrogée	Procédure décentralisée	Non commercialisée	0318822
61787869	BUSULFAN TILLOMED 6 mg/ml, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse	Autorisation active	Procédure décentralisée	Commercialisée	0436951
67688493	BUTAZOLIDINE 100 mg, comprimé enrobé	comprimé enrobé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0203963
61073461	BUTAZOLIDINE 250 mg, suppositoire	suppositoire	rectale	Autorisation abrogée	Procédure nationale	Non commercialisée	0131636
66960517	BUTIGEN 4,8 mg/ml, granulés pour suspension buvable en flacon	granulés pour suspension buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0122324
64253151	BUTIX, gel pour application locale	gel pour application	cutanée	Autorisation abrogée	Procédure nationale	Non commercialisée	0280257
64361725	BUTOBARBITAL DIPHARMA 200 mg, suppositoire	suppositoire	rectale	Autorisation archivée	Procédure nationale	Non commercialisée	
60480600	BUTOID 0,025 POUR CENT, crème en tube	crème	cutanée	Autorisation abrogée	Procédure nationale	Non commercialisée	
69925172	BUTOID 0,025 POUR CENT, pommade en tube	pommade	cutanée	Autorisation abrogée	Procédure nationale	Non commercialisée	
62478078	BUTOVENT PULVINAL 200 microgrammes/dose, poudre pour inhalation	poudre pour inhalation	inhalée	Autorisation archivée	Procédure de reconnaissance mutuelle	Non commercialisée	0149105
60005475	BUVENTOL EASYHALER 100 microgrammes/dose, poudre pour inhalation	poudre pour inhalation	inhalée	Autorisation abrogée	Procédure de reconnaissance mutuelle	Non commercialisée	0112957
65870700	BUVIDAL 128 mg, solution injectable à libération prolongée	solution injectable à libération prolongée	sous-cutanée	Autorisation active	Procédure centralisée	Commercialisée	
66242591	BUVIDAL 16 mg, solution injectable à libération prolongée	solution injectable à libération prolongée	sous-cutanée	Autorisation active	Procédure centralisée	Commercialisée	
68821142	BUVIDAL 160 mg, solution injectable à libération prolongée	solution injectable à libération prolongée	sous-cutanée	Autorisation active	Procédure centralisée	Commercialisée	
61617482	BUVIDAL 24 mg, solution injectable à libération prolongée	solution injectable à libération prolongée	sous-cutanée	Autorisation active	Procédure centralisée	Commercialisée	
61900982	BUVIDAL 32 mg, solution injectable à libération prolongée	solution injectable à libération prolongée	sous-cutanée	Autorisation active	Procédure centralisée	Commercialisée	
62157859	BUVIDAL 64 mg, solution injectable à libération prolongée	solution injectable à libération prolongée	sous-cutanée	Autorisation active	Procédure centralisée	Commercialisée	
69443642	BUVIDAL 8 mg, solution injectable à libération prolongée	solution injectable à libération prolongée	sous-cutanée	Autorisation active	Procédure centralisée	Commercialisée	
65489051	BUVIDAL 96 mg, solution injectable à libération prolongée	solution injectable à libération prolongée	sous-cutanée	Autorisation active	Procédure centralisée	Commercialisée	
66557249	BUXUS SEMPERVIRENS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation archivée	Enreg homéo (Proc. Nat.)	Non commercialisée	
65602111	BUXUS SEMPERVIRENS BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
69835928	BUXUS SEMPERVIRENS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
66944388	BYANNLI 1000 mg, suspension injectable à libération prolongée en seringue préremplie	suspension injectable à libération prolongée	intramusculaire	Autorisation active	Procédure centralisée	Non commercialisée	
63913334	BYANNLI 700 mg, suspension injectable à libération prolongée en seringue préremplie	suspension injectable à libération prolongée	intramusculaire	Autorisation active	Procédure centralisée	Non commercialisée	
67395857	BYDUREON 2 mg, poudre et solvant pour suspension injectable à libération prolongée	poudre et  solvant pour suspension injectable à libération prolongée	sous-cutanée	Autorisation abrogée	Procédure centralisée	Non commercialisée	
66105532	BYDUREON 2 mg, poudre et solvant pour suspension injectable à libération prolongée en stylo prérempli	poudre et  solvant pour suspension injectable à libération prolongée	sous-cutanée	Autorisation abrogée	Procédure centralisée	Non commercialisée	
61583717	BYDUREON 2 mg, suspension injectable à libération prolongée en stylo prérempli	suspension injectable à libération prolongée	sous-cutanée	Autorisation abrogée	Procédure centralisée	Non commercialisée	
69937274	BYETTA 10 microgrammes, solution injectable, stylo prérempli	solution injectable	sous-cutanée	Autorisation abrogée	Procédure centralisée	Non commercialisée	
60983726	BYETTA 5 microgrammes, solution injectable, stylo prérempli	solution injectable	sous-cutanée	Autorisation abrogée	Procédure centralisée	Non commercialisée	
68722379	BYFAVO 20 mg, poudre pour solution injectable	poudre pour solution injectable	intraveineuse	Autorisation active	Procédure centralisée	Commercialisée	
69728495	BYFAVO 50 mg, poudre pour solution à diluer pour solution injectable/pour perfusion	poudre pour solution à diluer injectable ou pour perfusion	intraveineuse	Autorisation active	Procédure centralisée	Non commercialisée	
64376734	BYLVAY 1200 microgrammes, gélule	gélule	orale	Autorisation active	Procédure centralisée	Commercialisée	
61197904	BYLVAY 200 microgrammes, gélule	gélule	orale	Autorisation active	Procédure centralisée	Commercialisée	
62983550	BYLVAY 400 microgrammes, gélule	gélule	orale	Autorisation active	Procédure centralisée	Commercialisée	
68818769	BYLVAY 600 microgrammes, gélule	gélule	orale	Autorisation active	Procédure centralisée	Commercialisée	
68654266	BYOOVIZ 10 mg/mL, solution injectable	solution injectable	intravitréenne	Autorisation active	Procédure centralisée	Commercialisée	
67991729	C TONIC 1000 mg EFFERVESCENT, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
65617768	C TONIC 500 mg, comprimé à croquer	comprimé à croquer	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
69506217	CABASER 1 mg, comprimé sécable	comprimé sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0161275
65681920	CABASER 2 mg, comprimé sécable	comprimé sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0153842
62513643	CABASER 4 mg, comprimé sécable	comprimé sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0161134
69357912	CABAZITAXEL ACCORD 20 mg/mL, solution à diluer pour solution pour perfusion	solution à diluer pour solution pour perfusion	intraveineuse	Autorisation active	Procédure centralisée	Commercialisée	
67278804	CABAZITAXEL EG 20 mg/mL, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse	Autorisation active	Procédure décentralisée	Non commercialisée	0428195
60406016	CABAZITAXEL EVER PHARMA 10 mg/ml, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse	Autorisation active	Procédure décentralisée	Commercialisée	0446873
68032015	CABAZITAXEL FRESENIUS KABI 20 mg/mL, solution à diluer pour perfusion	solution à diluer pour solution pour perfusion	intraveineuse	Autorisation active	Procédure décentralisée	Non commercialisée	0438855
64413734	CABAZITAXEL MEDAC 20 mg/mL, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse	Autorisation abrogée	Procédure de reconnaissance mutuelle	Non commercialisée	0397169
64158835	CABAZITAXEL MYLAN 60 mg, solution à diluer et solvant pour solution pour perfusion	solution à diluer et  solvant pour solution à diluer pour perfusion	intraveineuse	Autorisation abrogée	Procédure décentralisée	Non commercialisée	0371637
60004505	CABAZITAXEL REDDY PHARMA 60 mg, solution à diluer et solvant pour solution pour perfusion	solution à diluer et  solvant pour solution pour perfusion	intraveineuse	Autorisation abrogée	Procédure décentralisée	Non commercialisée	0393435
67164131	CABAZITAXEL SANDOZ 10 mg/mL, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse	Autorisation active	Procédure décentralisée	Non commercialisée	0413181
60160881	CABAZITAXEL TEVA PHARMA 10 mg/mL, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse	Autorisation active	Procédure décentralisée	Commercialisée	0418417
67695281	CABAZITAXEL TEVA SANTE 10 mg/mL, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse	Autorisation archivée	Procédure décentralisée	Non commercialisée	0411454
63010901	CABAZITAXEL TILLOMED 60 mg, solution à diluer et solvant pour solution pour perfusion	solution à diluer et  solvant pour solution à diluer pour perfusion	intraveineuse	Autorisation active	Procédure décentralisée	Commercialisée	0442627
68850261	CABAZITAXEL VIATRIS 20 mg/ml, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse	Autorisation active	Procédure de reconnaissance mutuelle	Non commercialisée	0419612
69159439	CABAZITAXEL ZENTIVA 20 mg/mL, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse	Autorisation active	Procédure décentralisée	Commercialisée	0447423
69823057	CABERGOLINE ARROW 0,5 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure décentralisée	Commercialisée	0436314
66386969	CABERGOLINE BIOGARAN 0,5 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure décentralisée	Commercialisée	0434884
68105965	CABERGOLINE SANDOZ 0,5 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure décentralisée	Non commercialisée	0295018
64986919	CABERGOLINE TEVA 0,5 mg, comprimé	comprimé	orale	Autorisation active	Procédure décentralisée	Commercialisée	0420924
60632887	CABERGOLINE TEVA 1 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure décentralisée	Non commercialisée	0167644
66006580	CABERGOLINE TEVA 2 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure décentralisée	Non commercialisée	0167645
64293021	CABERGOLINE TEVA 4 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure décentralisée	Non commercialisée	
65266671	CABERGOLINE ZENTIVA 0,5 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure décentralisée	Commercialisée	0424849
61091445	CABESOL 500 microgrammes/g, shampooing	shampooing	cutanée	Autorisation active	Procédure nationale	Commercialisée	0447439
68088334	CABILOU 50 mg, poudre pour solution à diluer pour perfusion	poudre pour solution à diluer pour perfusion	intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	0396935
64606861	CABILOU 70 mg, poudre pour solution à diluer pour perfusion	poudre pour solution à diluer pour perfusion	intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	0396936
64183564	CABLIVI 10 mg, poudre et solvant pour solution injectable	poudre et  solvant pour solution injectable	intraveineuse;sous-cutanée	Autorisation active	Procédure centralisée	Commercialisée	
66607321	CABOMETYX 20 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	
69990857	CABOMETYX 40 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	
68164846	CABOMETYX 60 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	
62321657	CACAO BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
60332103	CACIT 1000 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation active	Procédure nationale	Commercialisée	0430135
69309547	CACIT 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation active	Procédure nationale	Commercialisée	0430195
61896199	CACIT VITAMINE D3 1000 mg/880 UI, granulés effervescents pour solution buvable en sachet	granulés effervescent(e) pour solution buvable	orale	Autorisation active	Autorisation d'importation parallèle	Commercialisée	
66385504	CACIT VITAMINE D3 1000 mg/880 UI, granulés effervescents pour solution buvable en sachet	granulés effervescent(e) pour solution buvable	orale	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	0430136
61383937	CACIT VITAMINE D3 500 mg/1000 U.I., comprimé à sucer ou à croquer	comprimé à sucer ou à croquer	orale	Autorisation active	Procédure décentralisée	Commercialisée	0430007
69814072	CACIT VITAMINE D3 500 mg/440 UI, comprimé à sucer ou à croquer	comprimé à sucer ou à croquer	orale	Autorisation active	Procédure nationale	Commercialisée	0430137
63318913	CACIT VITAMINE D3 500 mg/440 UI, granulés effervescents pour solution buvable en sachet	granulés effervescent(e) pour solution buvable	orale	Autorisation active	Procédure de reconnaissance mutuelle	Non commercialisée	0430138
68363517	CACTUS GRANDIFLORUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
61451911	CACTUS GRANDIFLORUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation archivée	Enreg homéo (Proc. Nat.)	Non commercialisée	
60042395	CACTUS GRANDIFLORUS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
